RELAxing Chain
TEA_PUN powered by openMM
make sure you have a psf and crd before running this step!(example:chainID.psf/chainID.crd)
['EXT', 'CMAP', 'CHEQ', 'XPLOR']
lonepairs found: 180
Using platform: CUDA
BUILDing SYSTem
Forced Cubic Box a=Quantity(value=40.4588666763, unit=angstrom)
MINImizing ENERgy

INITial SYSTem ENERgy
-1153.5996500315741 kJ/mol
STARting DYNAmics
#"Step"	"Total Energy (kJ/mole)"
271000	-306.34208167219913
272000	-325.46805823469913
273000	-329.68448889876163
274000	-217.67032874251163
275000	-219.97764075423038
276000	-446.5983682932929
277000	-459.86930335188663
278000	-204.71976721907413
279000	-189.37369788313663
280000	-313.7991739573554
281000	-249.73111975813663
282000	-232.96659339094913
283000	-428.68265784407413
284000	-374.6524454417304
285000	-234.95939124251163
286000	-204.84134925032413
287000	-316.21110022688663
288000	-331.57633460188663
289000	-458.38968909407413
290000	-380.2521768870429
291000	-348.97074378157413
292000	-442.2453409495429
293000	-265.4571329417304
294000	-188.60441077376163
295000	-298.2824503245429
296000	-272.46695960188663
297000	-297.44059241438663
298000	-361.64066565657413
299000	-124.68241370344913
300000	-177.54154456282413
301000	-279.58683264876163
302000	-270.08353675032413
303000	-320.51932776594913
304000	-395.0752970042304
305000	-277.04752600813663
306000	-295.05680335188663
307000	-343.48380530501163
308000	-234.01133216048038
309000	-168.21891272688663
310000	-172.65604651594913
311000	-209.94626868391788
312000	-306.2111612620429
313000	-268.49650061751163
314000	-184.39249671126163
315000	-229.00370276594913
316000	-277.91068518782413
317000	-268.2508341136054
318000	-272.00406897688663
319000	-251.50260413313663
320000	-326.33536780501163
321000	-217.66312659407413
322000	-274.53104651594913
323000	-206.76066077376163
324000	-271.25992835188663
325000	-270.70328772688663
326000	-305.5503946604804
327000	-263.71061194563663
328000	-311.89579260969913
329000	-195.27762854719913
330000	-279.83378089094913
331000	-295.50638831282413
332000	-211.69889319563663
333000	-268.48954260969913
334000	-383.70682776594913
335000	-351.44303382063663
336000	-314.49283850813663
337000	-265.48819983626163
338000	-329.32450354719913
339000	-301.24357093001163
340000	-345.05680335188663
341000	-261.70707190657413
342000	-301.82999671126163
343000	-315.17411292219913
344000	-252.44156897688663
345000	-279.65824378157413
346000	-232.74198401594913
347000	-250.94584143782413
348000	-334.93021643782413
349000	-276.55790198469913
350000	-329.92008460188663
351000	-304.46940100813663
352000	-281.63285315657413
353000	-399.8377481761054
354000	-307.89530432844913
355000	-232.40702307844913
356000	-167.02884925032413
357000	-346.84195960188663
358000	-327.87455237532413
359000	-313.23942053938663
360000	-248.82401526594913
361000	-256.30729163313663
362000	-150.51151526594913
363000	-233.59311926985538
364000	-235.01481116438663
365000	-238.32108557844913
366000	-225.71207678938663
367000	-316.59952796126163
368000	-267.9457804026679
369000	-275.66312659407413
370000	-247.02860510969913
371000	-185.89109290266788
372000	-241.58371985579288
373000	-277.70756018782413
374000	-208.52360022688663
375000	-297.60599768782413
376000	-278.28983557844913
377000	-245.07499182844913
378000	-249.67252600813663
379000	-319.98404944563663
380000	-285.19303382063663
381000	-305.72098792219913
382000	-303.1749063792304
383000	-232.26871741438663
384000	-265.95853675032413
385000	-261.69816077376163
386000	-235.13956702376163
387000	-263.7167764964179
388000	-305.89017737532413
389000	-305.75248206282413
390000	-377.66935218001163
391000	-203.32242835188663
392000	-187.73893225813663
393000	-137.04862464094913
394000	-250.40677893782413
395000	-291.9357706370429
396000	-272.1326700511054
397000	-263.7728067698554
398000	-252.89078772688663
399000	-315.51688635969913
400000	-281.10135901594913
401000	-326.98392737532413
402000	-276.74589026594913
403000	-328.43570960188663
404000	-353.28348792219913
405000	-298.22745764876163
406000	-298.38102210188663
407000	-264.7125040354804
408000	-243.38926184798038
409000	-174.91483557844913
410000	-381.4141641917304
411000	-140.25535071516788
412000	-323.5602823557929
413000	-318.64640296126163
414000	-198.66538489485538
415000	-195.51151526594913
416000	-294.01407874251163
417000	-209.54355872298038
418000	-279.5186563792304
419000	-273.89554846907413
420000	-264.78678382063663
421000	-262.27298987532413
422000	-325.38212073469913
423000	-358.08487952376163
424000	-235.06540930891788
425000	-216.47019446516788
426000	-172.14994300032413
427000	-164.91605628157413
428000	-217.10209143782413
429000	-226.03635657454288
430000	-207.98594153548038
431000	-317.07560218001163
432000	-135.60831702376163
433000	-229.81485999251163
434000	-316.9799600901679
435000	-297.54349768782413
436000	-295.1454874339179
437000	-324.32975257063663
438000	-301.9461466136054
439000	-365.09916175032413
440000	-150.80875647688663
441000	-247.97391760969913
442000	-221.54667151594913
443000	-211.77286780501163
444000	-260.3581339182929
445000	-215.51822913313663
446000	-241.88370764876163
447000	-274.8936563792304
448000	-329.54410803938663
449000	-277.7081095042304
450000	-239.67246497298038
451000	-230.09025061751163
452000	-248.15616858626163
453000	-199.93180335188663
454000	-87.04587805891788
455000	-118.15372718001163
456000	-344.60099280501163
457000	-118.09440100813663
458000	-310.73612464094913
459000	-231.53104651594913
460000	-263.6065470042304
461000	-338.57792151594913
462000	-302.84684241438663
463000	-293.10929358626163
464000	-319.84000647688663
465000	-267.98893225813663
466000	-266.7443643870429
467000	-415.50760901594913
468000	-283.3689981761054
469000	-284.81705725813663
470000	-307.72086585188663
471000	-332.0886026682929
472000	-341.74479163313663
473000	-369.2957559886054
474000	-345.78202307844913
475000	-335.7991739573554
476000	-347.6512247386054
477000	-286.41581214094913
478000	-325.6364542307929
479000	-295.00284827376163
480000	-234.58280432844913
481000	-234.70792639876163
482000	-226.00345862532413
483000	-298.8309122386054
484000	-247.54667151594913
485000	-208.26182044173038
486000	-204.02579749251163
487000	-116.05082190657413
488000	-262.18912757063663
489000	-283.4770304026679
490000	-177.53190100813663
491000	-142.90641272688663
492000	-251.64298499251163
493000	-426.7328897776679
494000	-296.96622718001163
495000	-266.9509073557929
496000	-324.04264319563663
497000	-378.23026526594913
498000	-300.4861856761054
499000	-243.79508460188663
500000	-248.76322425032413
501000	-194.27323401594913
502000	-220.95151770735538
503000	-267.44755042219913
504000	-257.4859415354804
505000	-248.22452796126163
506000	-234.02799475813663
507000	-160.97745764876163
508000	-182.41544593001163
509000	-170.20426428938663
510000	-354.02054846907413
511000	-325.89567053938663
512000	-314.7751261057929
513000	-319.36124671126163
514000	-337.6830850901679
515000	-241.91233313704288
516000	-237.63700354719913
517000	-295.20756018782413
518000	-269.32059729719913
519000	-230.18973792219913
520000	-323.3460489573554
521000	-266.35038245344913
522000	-299.71695960188663
523000	-219.19059241438663
524000	-230.30362952376163
525000	-157.44523108626163
526000	-189.72117102766788
527000	-123.57578528548038
528000	-153.99564612532413
529000	-169.46866858626163
530000	-154.00431311751163
531000	-157.09012854719913
532000	-137.78422034407413
533000	-282.65519202376163
534000	-272.12943518782413
535000	-325.75602210188663
536000	-260.5611368479804
537000	-262.21610510969913
538000	-281.35526526594913
539000	-243.86069739485538
540000	-279.5704141917304
541000	-337.01859534407413
542000	-405.51529944563663
543000	-341.76590979719913
544000	-301.67936194563663
545000	-283.81705725813663
546000	-344.46598303938663
547000	-370.60209143782413
548000	-363.28849280501163
549000	-335.08317053938663
550000	-267.99943030501163
551000	-267.3731485667304
552000	-192.37870276594913
553000	-377.97037757063663
554000	-389.5052286448554
555000	-173.89567053938663
556000	-256.76810706282413
557000	-242.88566077376163
558000	-289.75297034407413
559000	-200.47013343001163
560000	-192.75760901594913
561000	-387.28214514876163
562000	-389.2288614573554
563000	-200.96940100813663
564000	-213.47843421126163
565000	-346.48942053938663
566000	-177.08414710188663
567000	-427.3669229807929
568000	-324.81583655501163
569000	-335.09171546126163
570000	-210.65140784407413
571000	-366.13297522688663
572000	-405.07548010969913
573000	-401.23441565657413
574000	-308.2595011057929
575000	-280.04899085188663
576000	-250.20878089094913
577000	-269.6366983714179
578000	-316.66788733626163
579000	-280.58793128157413
580000	-329.24833167219913
581000	-303.45670569563663
582000	-316.07511389876163
583000	-358.14994300032413
584000	-343.1945596995429
585000	-364.7563272776679
586000	-452.70707190657413
587000	-241.36728919173038
588000	-262.16276038313663
589000	-427.47843421126163
590000	-245.65439856673038
591000	-278.12418616438663
592000	-189.79276526594913
593000	-373.48160803938663
594000	-284.92594397688663
595000	-361.70536292219913
596000	-382.7970987620429
597000	-319.99723303938663
598000	-331.4289346995429
599000	-408.34318030501163
600000	-266.4126993479804
601000	-344.23246253157413
602000	-327.80326331282413
603000	-300.77762854719913
604000	-357.19462073469913
605000	-295.9468790354804
606000	-243.74198401594913
607000	-315.3184610667304
608000	-286.7748819651679
609000	-292.30936682844913
610000	-200.31028235579288
611000	-279.57792151594913
612000	-296.2852579417304
613000	-371.07548010969913
614000	-351.1243692698554
615000	-266.2420450511054
616000	-151.43381751204288
617000	-157.56070960188663
618000	-269.19632971907413
619000	-180.31595862532413
620000	-220.59330237532413
621000	-332.4875284495429
622000	-287.06778968001163
623000	-336.81913245344913
624000	-339.2927042307929
625000	-246.33524573469913
626000	-277.12186682844913
627000	-283.67289221907413
628000	-295.50382483626163
629000	-368.03019202376163
630000	-177.36240637923038
631000	-201.99619544173038
632000	-306.67313635969913
633000	-350.96488440657413
634000	-296.02384436751163
635000	-200.88358557844913
636000	-254.84940589094913
637000	-248.41453040266788
638000	-253.07474768782413
639000	-259.79508460188663
640000	-211.07999671126163
641000	-348.21341956282413
642000	-267.46903479719913
643000	-256.63920081282413
644000	-257.0916544261054
645000	-331.77714026594913
646000	-303.9682413401679
647000	-357.98234046126163
648000	-318.72025550032413
649000	-257.21586096907413
650000	-225.09794104719913
651000	-232.21348059798038
652000	-221.20780432844913
653000	-357.28837073469913
654000	-271.54130042219913
655000	-393.07853186751163
656000	-271.9222208323554
657000	-344.87565100813663
658000	-358.56193030501163
659000	-178.41752112532413
660000	-271.06547034407413
661000	-226.34855139876163
662000	-285.32718909407413
663000	-382.10184729719913
664000	-410.83805335188663
665000	-165.95926917219913
666000	-331.6504923167304
667000	-357.39469397688663
668000	-256.20560706282413
669000	-291.81400550032413
670000	-374.82670081282413
671000	-356.75345862532413
672000	-277.67240393782413
673000	-228.66294348860538
674000	-266.19291175032413
675000	-285.39469397688663
676000	-412.6869913401679
677000	-234.01023352766788
678000	-206.13529456282413
679000	-328.33634436751163
680000	-398.8110147776679
681000	-348.04703772688663
682000	-291.7059122386054
683000	-343.19571936751163
684000	-359.6803995432929
685000	-264.30021155501163
686000	-335.93937171126163
687000	-381.41556800032413
688000	-444.64408362532413
689000	-282.24637854719913
690000	-413.7942911448554
691000	-95.47324622298038
692000	-263.0806680979804
693000	-226.34830725813663
694000	-351.23270667219913
695000	-361.71366370344913
696000	-302.10636389876163
697000	-350.64005530501163
698000	-369.6154581370429
699000	-365.0684610667304
700000	-245.19010413313663
701000	-359.9741007151679
702000	-412.3912149729804
703000	-244.64249671126163
704000	-262.07157385969913
705000	-309.0264688792304
706000	-310.56485999251163
707000	-370.18375647688663
708000	-330.98368323469913
709000	-512.3277994456366
710000	-240.88437903548038
711000	-300.69889319563663
712000	-344.4059854807929
713000	-297.95878089094913
714000	-386.62040198469913
715000	-413.4517618479804
716000	-354.54777014876163
717000	-355.68339026594913
718000	-410.0121866526679
719000	-390.57621253157413
720000	-389.17362464094913
721000	-252.40818274641788
722000	-249.66923010969913
723000	-287.1303507151679
724000	-441.87650550032413
725000	-446.74955237532413
726000	-299.2751261057929
727000	-194.03885901594913
728000	-252.86478675032413
729000	-300.14274085188663
730000	-311.11271155501163
731000	-305.54264319563663
732000	-400.95841468001163
733000	-277.4482218089179
734000	-322.16495764876163
735000	-364.13883460188663
736000	-156.96567786360538
737000	-262.98795569563663
738000	-392.77836096907413
739000	-351.85331214094913
740000	-398.77006018782413
741000	-360.6518350901679
742000	-405.98050940657413
743000	-180.85093176985538
744000	-260.14591468001163
745000	-309.22513831282413
746000	-392.9103800120429
747000	-281.6120401682929
748000	-323.62308753157413
749000	-243.22654212141788
750000	-238.06675208235538
751000	-208.17350257063663
752000	-222.34073889876163
753000	-419.80533850813663
754000	-329.02433264876163
755000	-331.01066077376163
756000	-446.75956214094913
757000	-427.10648596907413
758000	-303.84708655501163
759000	-308.2233682932929
760000	-381.3307901682929
761000	-343.9760538401679
762000	-312.88102210188663
763000	-427.63968909407413
764000	-384.13346350813663
765000	-433.45975745344913
766000	-271.22562659407413
767000	-221.72104895735538
768000	-204.67435706282413
769000	-257.05961096907413
770000	-461.71451819563663
771000	-229.39493811751163
772000	-243.11307776594913
773000	-308.90494788313663
774000	-260.12723792219913
775000	-287.77421057844913
776000	-203.68778479719913
777000	-237.21341956282413
778000	-269.96634925032413
779000	-303.5084024729804
780000	-324.54667151594913
781000	-98.68827307844913
782000	-192.95933020735538
783000	-232.71042884016788
784000	-180.93277991438663
785000	-157.35434973860538
786000	-321.63273108626163
787000	-202.99125159407413
788000	-310.05436194563663
789000	-311.57548010969913
790000	-320.42264807844913
791000	-309.71708167219913
792000	-405.09134925032413
793000	-417.07059729719913
794000	-347.66141760969913
795000	-326.87089026594913
796000	-328.17020667219913
797000	-300.08817542219913
798000	-265.8630167307929
799000	-219.61649573469913
800000	-334.8852335276679
801000	-356.9030557932929
802000	-358.1546427073554
803000	-312.90836585188663
804000	-366.8768106761054
805000	-348.42948401594913
806000	-347.3137003245429
807000	-375.84256995344913
808000	-209.57474768782413
809000	-248.51749671126163
810000	-129.42069495344913
811000	-239.06144202376163
812000	-277.76664221907413
813000	-277.68888343001163
814000	-180.98520911360538
815000	-229.96427405501163
816000	-180.06022132063663
817000	-267.52945960188663
818000	-287.30204260969913
819000	-271.54703772688663
820000	-210.50486243391788
821000	-151.98185218001163
822000	-359.81205237532413
823000	-265.62235510969913
824000	-221.61484778548038
825000	-195.40061438704288
826000	-346.80082190657413
827000	-372.06766760969913
828000	-398.21537268782413
829000	-291.06693518782413
830000	-272.87760413313663
831000	-107.90732825423038
832000	-286.61454260969913
833000	-269.15568030501163
834000	-255.04734290266788
835000	-433.79105628157413
836000	-429.49161780501163
837000	-402.53812659407413
838000	-458.76175940657413
839000	-402.1644083323554
840000	-436.73954260969913
841000	-286.75516760969913
842000	-265.43644202376163
843000	-267.7894083323554
844000	-397.3304239573554
845000	-367.6410929026679
846000	-322.99283850813663
847000	-258.21207678938663
848000	-362.4372354807929
849000	-271.64530432844913
850000	-285.6237589182929
851000	-373.14921057844913
852000	-387.14676917219913
853000	-363.69291175032413
854000	-296.00248206282413
855000	-308.2173868479804
856000	-386.14982093001163
857000	-325.95768225813663
858000	-236.96244300032413
859000	-338.44706214094913
860000	-179.18302405501163
861000	-336.54044593001163
862000	-297.26847327376163
863000	-347.16678870344913
864000	-291.61710608626163
865000	-296.05289710188663
866000	-338.9986368479804
867000	-342.25626624251163
868000	-346.15165198469913
869000	-331.20914710188663
870000	-306.2687784495429
871000	-355.0959268870429
872000	-335.02628577376163
873000	-258.83426917219913
874000	-236.32877600813663
875000	-260.75565589094913
876000	-281.66825354719913
877000	-239.02799475813663
878000	-455.62345374251163
879000	-473.65714514876163
880000	-434.62296546126163
881000	-321.19523108626163
882000	-345.74259436751163
883000	-350.90824378157413
884000	-324.23234046126163
885000	-392.97770178938663
886000	-366.25321448469913
887000	-356.72391760969913
888000	-391.63590491438663
889000	-424.1243692698554
890000	-387.76944983626163
891000	-373.07572425032413
892000	-438.76920569563663
893000	-376.45597327376163
894000	-266.64554846907413
895000	-345.10734046126163
896000	-257.8809610667304
897000	-310.77201331282413
898000	-209.34653723860538
899000	-362.92130530501163
900000	-435.04300940657413
901000	-441.27945960188663
902000	-264.6459757151679
903000	-262.54215491438663
904000	-321.2220255198554
905000	-378.09867346907413
906000	-214.53373206282413
907000	-380.3003946604804
908000	-393.1731973948554
909000	-443.83109534407413
910000	-365.50577796126163
911000	-312.3301798167304
912000	-409.46061194563663
913000	-377.0944620432929
914000	-216.16398108626163
915000	-311.86820471907413
916000	-373.40641272688663
917000	-451.64164221907413
918000	-328.91141760969913
919000	-512.9905191721991
920000	-333.28934729719913
921000	-476.0535684886054
922000	-426.02848303938663
923000	-416.6780802073554
924000	-358.00480139876163
925000	-251.48734534407413
926000	-388.51334632063663
927000	-399.98832190657413
928000	-366.36271155501163
929000	-312.4744669261054
930000	-218.37491858626163
931000	-244.83951819563663
932000	-288.4354044261054
933000	-372.9811807932929
934000	-301.2385050120429
935000	-318.68607581282413
936000	-261.5754190745429
937000	-255.09977210188663
938000	-265.64200843001163
939000	-276.38736975813663
940000	-264.52799475813663
941000	-318.6789346995429
942000	-290.51139319563663
943000	-394.22355139876163
944000	-403.42350257063663
945000	-375.2325235667304
946000	-354.9500528636054
947000	-400.75480139876163
948000	-431.4714151682929
949000	-311.51786292219913
950000	-259.84598792219913
951000	-251.90726721907413
952000	-463.3003946604804
953000	-375.10148108626163
954000	-398.57865393782413
955000	-326.00187171126163
956000	-448.59208167219913
957000	-278.1863809886054
958000	-288.47977698469913
959000	-319.74210608626163
960000	-306.80741370344913
961000	-307.59586585188663
962000	-309.17118323469913
963000	-345.3230997386054
964000	-252.51572669173038
965000	-362.8758341136054
966000	-433.86527503157413
967000	-332.88077796126163
968000	-311.7929483714179
969000	-347.43754065657413
970000	-303.64347327376163
971000	-387.07279456282413
972000	-386.6860147776679
973000	-465.73014319563663
974000	-239.72379553938663
975000	-346.38724768782413
976000	-330.69669593001163
977000	-375.72355139876163
978000	-420.8749796214179
979000	-406.6802774729804
980000	-297.78031409407413
981000	-322.09684241438663
982000	-350.1276651682929
983000	-344.2756143870429
984000	-427.71293128157413
985000	-312.25309241438663
986000	-409.22684729719913
987000	-384.11649573469913
988000	-365.28373206282413
989000	-380.06241858626163
990000	-375.69278968001163
991000	-433.3487345042304
992000	-299.6657511057929
993000	-357.6669718089179
994000	-260.2110391917304
995000	-304.25284827376163
996000	-349.87821448469913
997000	-365.12443030501163
998000	-408.03434241438663
999000	-323.3390909495429
1000000	-326.1503702464179
1001000	-310.46598303938663
1002000	-306.45926917219913
1003000	-364.07169593001163
1004000	-254.97611487532413
1005000	-244.41507971907413
1006000	-117.35782874251163
1007000	-342.6883341136054
1008000	-312.88419593001163
1009000	-314.0412393870429
1010000	-317.3306680979804
1011000	-327.86820471907413
1012000	-272.9556680979804
1013000	-207.60611975813663
1014000	-288.2378946604804
1015000	-369.2951456370429
1016000	-153.83243811751163
1017000	-228.62925208235538
1018000	-277.3996378245429
1019000	-268.08610022688663
1020000	-201.00187171126163
1021000	-163.75474036360538
1022000	-297.58805335188663
1023000	-397.34183753157413
1024000	-390.22489417219913
1025000	-427.72965491438663
1026000	-332.29813635969913
1027000	-313.5931192698554
1028000	-240.67270911360538
1029000	-319.80851233626163
1030000	-268.8492227854804
1031000	-258.58561194563663
1032000	-325.47306311751163
1033000	-256.59305823469913
1034000	-212.01798499251163
1035000	-275.5851846995429
1036000	-408.6893106761054
1037000	-247.96824134016788
1038000	-347.43326819563663
1039000	-326.91044104719913
1040000	-399.8262735667304
1041000	-299.35734046126163
1042000	-308.12333167219913
1043000	-335.21244300032413
1044000	-187.83201087141788
1045000	-354.99076331282413
1046000	-435.55912268782413
1047000	-347.82572425032413
1048000	-361.56388343001163
1049000	-268.66544593001163
1050000	-444.62027991438663
1051000	-412.7522989573554
1052000	-390.5253702464179
1053000	-238.38767493391788
1054000	-289.12467444563663
1055000	-379.26432288313663
1056000	-353.2369180979804
1057000	-344.66324866438663
1058000	-282.27652991438663
1059000	-329.1503702464179
1060000	-361.8127237620429
1061000	-371.61332190657413
1062000	-407.89786780501163
1063000	-435.43485510969913
1064000	-367.20316565657413
1065000	-334.2762247386054
1066000	-329.12650550032413
1067000	-361.72721350813663
1068000	-429.7687784495429
1069000	-429.99454749251163
1070000	-266.15726721907413
1071000	-301.69388831282413
1072000	-406.01688635969913
1073000	-357.25321448469913
1074000	-407.25358069563663
1075000	-266.85758460188663
1076000	-207.90543616438663
1077000	-269.7596231761054
1078000	-298.47269690657413
1079000	-324.73746741438663
1080000	-360.62601721907413
1081000	-352.95511878157413
1082000	-446.21756995344913
1083000	-459.54886878157413
1084000	-432.23881018782413
1085000	-472.90543616438663
1086000	-480.87101233626163
1087000	-385.28092444563663
1088000	-392.96305335188663
1089000	-322.55314124251163
1090000	-322.2231241526679
1091000	-271.84891760969913
1092000	-256.38126624251163
1093000	-279.32963050032413
1094000	-390.61588538313663
1095000	-407.17240393782413
1096000	-341.76127112532413
1097000	-422.9600626292304
1098000	-488.23087561751163
1099000	-427.31693518782413
1100000	-338.0187784495429
1101000	-484.7796427073554
1102000	-325.07914221907413
1103000	-386.44779456282413
1104000	-361.9910684886054
1105000	-371.7132364573554
1106000	-392.09635413313663
1107000	-474.86039221907413
1108000	-350.32303870344913
1109000	-410.57316077376163
1110000	-416.27604163313663
1111000	-419.6681925120429
1112000	-456.29374182844913
1113000	-521.1756998362616
1114000	-514.4707437815741
1115000	-289.3957315745429
1116000	-328.57926428938663
1117000	-343.22135413313663
1118000	-347.00150550032413
1119000	-373.08036292219913
1120000	-359.31730139876163
1121000	-484.7876993479804
1122000	-381.59354651594913
